MatchId,Win,Player
EUW1_7266803975,0,champion_10 TOP tier_BRONZE rank_II mastery_4 champion_72 JUNGLE tier_IRON rank_III mastery_1 champion_901 MIDDLE tier_SILVER rank_IV mastery_0 champion_22 BOTTOM tier_BRONZE rank_II mastery_4 champion_99 UTILITY tier_IRON rank_II mastery_5 champion_39 TOP tier_BRONZE rank_III mastery_3 champion_876 JUNGLE tier_IRON rank_I mastery_2 champion_7 MIDDLE tier_BRONZE rank_III mastery_2 champion_81 BOTTOM tier_BRONZE rank_II mastery_6 champion_526 UTILITY tier_IRON rank_II mastery_0
EUW1_7266792870,0,champion_54 TOP tier_BRONZE rank_III mastery_2 champion_154 JUNGLE tier_IRON rank_II mastery_2 champion_61 MIDDLE tier_IRON rank_I mastery_2 champion_51 BOTTOM tier_BRONZE rank_IV mastery_4 champion_99 UTILITY tier_BRONZE rank_IV mastery_5 champion_223 TOP tier_BRONZE rank_II mastery_5 champion_876 JUNGLE tier_IRON rank_I mastery_2 champion_157 MIDDLE tier_BRONZE rank_IV mastery_11 champion_222 BOTTOM tier_IRON rank_II mastery_3 champion_16 UTILITY tier_IRON rank_II mastery_3
EUW1_7265401358,1,champion_10 TOP tier_BRONZE rank_II mastery_4 champion_72 JUNGLE tier_IRON rank_I mastery_1 champion_105 MIDDLE UNRANKED UNRANKED mastery_1 champion_221 BOTTOM tier_BRONZE rank_IV mastery_2 champion_16 UTILITY tier_IRON rank_II mastery_3 champion_78 TOP tier_BRONZE rank_III mastery_2 champion_19 JUNGLE tier_IRON rank_II mastery_4 champion_127 MIDDLE tier_BRONZE rank_IV mastery_1 champion_147 BOTTOM tier_IRON rank_III mastery_2 champion_201 UTILITY tier_IRON rank_II mastery_3
EUW1_7263778355,1,champion_48 TOP UNRANKED UNRANKED mastery_2 champion_57 JUNGLE UNRANKED UNRANKED mastery_1 champion_777 MIDDLE UNRANKED UNRANKED mastery_4 champion_202 BOTTOM UNRANKED UNRANKED mastery_9 champion_9 UTILITY UNRANKED UNRANKED mastery_3 champion_10 TOP tier_BRONZE rank_II mastery_4 champion_32 JUNGLE UNRANKED UNRANKED mastery_3 champion_7 MIDDLE UNRANKED UNRANKED mastery_2 champion_15 BOTTOM UNRANKED UNRANKED mastery_2 champion_99 UTILITY tier_IRON rank_II mastery_5
EUW1_7263730042,0,champion_82 TOP tier_BRONZE rank_III mastery_4 champion_72 JUNGLE tier_BRONZE rank_IV mastery_1 champion_74 MIDDLE tier_IRON rank_II mastery_1 champion_236 BOTTOM tier_BRONZE rank_IV mastery_1 champion_267 UTILITY tier_BRONZE rank_IV mastery_1 champion_10 TOP tier_BRONZE rank_II mastery_4 champion_19 JUNGLE tier_IRON rank_I mastery_4 champion_55 MIDDLE tier_BRONZE rank_IV mastery_6 champion_145 BOTTOM UNRANKED UNRANKED mastery_3 champion_16 UTILITY tier_IRON rank_II mastery_3
EUW1_7263242262,0,champion_10 TOP tier_BRONZE rank_III mastery_4 champion_62 JUNGLE tier_IRON rank_II mastery_2 champion_69 MIDDLE UNRANKED UNRANKED mastery_3 champion_223 BOTTOM tier_BRONZE rank_II mastery_5 champion_16 UTILITY tier_IRON rank_II mastery_3 champion_57 TOP tier_BRONZE rank_IV mastery_1 champion_20 JUNGLE tier_BRONZE rank_IV mastery_7 champion_238 MIDDLE tier_BRONZE rank_I mastery_7 champion_360 BOTTOM UNRANKED UNRANKED mastery_4 champion_25 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7262986985,0,champion_2 TOP UNRANKED UNRANKED mastery_0 champion_86 JUNGLE UNRANKED UNRANKED mastery_0 champion_103 MIDDLE UNRANKED UNRANKED mastery_0 champion_21 BOTTOM UNRANKED UNRANKED mastery_0 champion_555 UTILITY UNRANKED UNRANKED mastery_0 champion_74 TOP UNRANKED UNRANKED mastery_0 champion_17 JUNGLE UNRANKED UNRANKED mastery_0 champion_45 MIDDLE UNRANKED UNRANKED mastery_0 champion_51 BOTTOM UNRANKED UNRANKED mastery_0 champion_223 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7262956483,0,champion_164 TOP UNRANKED UNRANKED mastery_0 champion_2 JUNGLE UNRANKED UNRANKED mastery_0 champion_45 MIDDLE UNRANKED UNRANKED mastery_0 champion_81 BOTTOM UNRANKED UNRANKED mastery_0 champion_201 UTILITY UNRANKED UNRANKED mastery_0 champion_150 TOP UNRANKED UNRANKED mastery_0 champion_64 JUNGLE UNRANKED UNRANKED mastery_0 champion_142 MIDDLE UNRANKED UNRANKED mastery_0 champion_202 BOTTOM UNRANKED UNRANKED mastery_0 champion_99 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7262805991,0,champion_74 TOP UNRANKED UNRANKED mastery_0 champion_33 JUNGLE UNRANKED UNRANKED mastery_0 champion_90 MIDDLE UNRANKED UNRANKED mastery_0 champion_901 BOTTOM UNRANKED UNRANKED mastery_0 champion_37 UTILITY UNRANKED UNRANKED mastery_0 champion_39 TOP UNRANKED UNRANKED mastery_0 champion_19 JUNGLE UNRANKED UNRANKED mastery_0 champion_112 MIDDLE UNRANKED UNRANKED mastery_0 champion_223 BOTTOM UNRANKED UNRANKED mastery_0 champion_16 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7262747065,0,champion_48 TOP UNRANKED UNRANKED mastery_0 champion_35 JUNGLE UNRANKED UNRANKED mastery_0 champion_3 MIDDLE UNRANKED UNRANKED mastery_0 champion_222 BOTTOM UNRANKED UNRANKED mastery_0 champion_235 UTILITY UNRANKED UNRANKED mastery_0 champion_23 TOP UNRANKED UNRANKED mastery_0 champion_104 JUNGLE UNRANKED UNRANKED mastery_0 champion_101 MIDDLE UNRANKED UNRANKED mastery_0 champion_51 BOTTOM UNRANKED UNRANKED mastery_0 champion_25 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7262707676,1,champion_8 TOP UNRANKED UNRANKED mastery_0 champion_35 JUNGLE UNRANKED UNRANKED mastery_0 champion_910 MIDDLE UNRANKED UNRANKED mastery_0 champion_202 BOTTOM UNRANKED UNRANKED mastery_0 champion_34 UTILITY UNRANKED UNRANKED mastery_0 champion_85 TOP UNRANKED UNRANKED mastery_0 champion_28 JUNGLE UNRANKED UNRANKED mastery_0 champion_91 MIDDLE UNRANKED UNRANKED mastery_0 champion_21 BOTTOM UNRANKED UNRANKED mastery_0 champion_223 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7262311567,1,champion_157 TOP UNRANKED UNRANKED mastery_0 champion_35 JUNGLE UNRANKED UNRANKED mastery_0 champion_238 MIDDLE UNRANKED UNRANKED mastery_0 champion_498 BOTTOM UNRANKED UNRANKED mastery_0 champion_412 UTILITY UNRANKED UNRANKED mastery_0 champion_114 TOP UNRANKED UNRANKED mastery_0 champion_141 JUNGLE UNRANKED UNRANKED mastery_0 champion_38 MIDDLE UNRANKED UNRANKED mastery_0 champion_360 BOTTOM UNRANKED UNRANKED mastery_0 champion_3 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7262265480,1,champion_126 TOP UNRANKED UNRANKED mastery_0 champion_35 JUNGLE UNRANKED UNRANKED mastery_0 champion_777 MIDDLE UNRANKED UNRANKED mastery_0 champion_50 BOTTOM UNRANKED UNRANKED mastery_0 champion_711 UTILITY UNRANKED UNRANKED mastery_0 champion_164 TOP UNRANKED UNRANKED mastery_0 champion_28 JUNGLE UNRANKED UNRANKED mastery_0 champion_82 MIDDLE UNRANKED UNRANKED mastery_0 champion_81 BOTTOM UNRANKED UNRANKED mastery_0 champion_412 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7261076267,0,champion_107 TOP UNRANKED UNRANKED mastery_0 champion_427 JUNGLE UNRANKED UNRANKED mastery_0 champion_910 MIDDLE UNRANKED UNRANKED mastery_0 champion_99 BOTTOM UNRANKED UNRANKED mastery_0 champion_25 UTILITY UNRANKED UNRANKED mastery_0 champion_36 TOP UNRANKED UNRANKED mastery_0 champion_5 JUNGLE UNRANKED UNRANKED mastery_0 champion_134 MIDDLE UNRANKED UNRANKED mastery_0 champion_42 BOTTOM UNRANKED UNRANKED mastery_0 champion_40 UTILITY UNRANKED UNRANKED mastery_0
EUW1_7261049902,0,champion_48 TOP UNRANKED UNRANKED mastery_0 champion_19 JUNGLE UNRANKED UNRANKED mastery_0 champion_7 MIDDLE UNRANKED UNRANKED mastery_0 champion_119 BOTTOM UNRANKED UNRANKED mastery_0 champion_25 UTILITY UNRANKED UNRANKED mastery_0 champion_80 TOP UNRANKED UNRANKED mastery_0 champion_121 JUNGLE UNRANKED UNRANKED mastery_6 champion_157 MIDDLE UNRANKED UNRANKED mastery_11 champion_21 BOTTOM UNRANKED UNRANKED mastery_4 champion_412 UTILITY UNRANKED UNRANKED mastery_5
EUW1_7260165375,0,champion_516 TOP tier_IRON rank_III mastery_3 champion_32 JUNGLE tier_IRON rank_II mastery_3 champion_122 MIDDLE tier_BRONZE rank_II mastery_3 champion_222 BOTTOM tier_IRON rank_I mastery_3 champion_7 UTILITY tier_BRONZE rank_IV mastery_2 champion_31 TOP tier_BRONZE rank_IV mastery_3 champion_56 JUNGLE tier_IRON rank_I mastery_2 champion_45 MIDDLE tier_IRON rank_III mastery_4 champion_360 BOTTOM tier_BRONZE rank_II mastery_4 champion_99 UTILITY tier_IRON rank_II mastery_5
EUW1_7260060974,1,champion_122 TOP tier_BRONZE rank_II mastery_3 champion_48 JUNGLE tier_BRONZE rank_IV mastery_2 champion_246 MIDDLE tier_IRON rank_I mastery_3 champion_223 BOTTOM tier_BRONZE rank_II mastery_5 champion_16 UTILITY tier_IRON rank_II mastery_3 champion_36 TOP tier_IRON rank_I mastery_4 champion_56 JUNGLE tier_BRONZE rank_II mastery_2 champion_268 MIDDLE tier_BRONZE rank_II mastery_1 champion_110 BOTTOM tier_BRONZE rank_II mastery_2 champion_25 UTILITY tier_BRONZE rank_III mastery_3
EUW1_7259820744,0,champion_110 TOP tier_GOLD rank_II mastery_2 champion_131 JUNGLE UNRANKED UNRANKED mastery_3 champion_517 MIDDLE UNRANKED UNRANKED mastery_4 champion_21 BOTTOM UNRANKED UNRANKED mastery_4 champion_50 UTILITY UNRANKED UNRANKED mastery_2 champion_266 MIDDLE tier_BRONZE rank_II mastery_4 champion_233 JUNGLE UNRANKED UNRANKED mastery_2 champion_112 TOP tier_BRONZE rank_IV mastery_1 champion_222 BOTTOM UNRANKED UNRANKED mastery_3 champion_117 UTILITY UNRANKED UNRANKED mastery_2
